100 1000 1 56
89 22 7619
76 68 5207
91 10 6955
19 11 6540
85 72 8952
99 65 8024
62 19 6429
51 33 2523
73 8 5467
30 7 2602
68 23 2838
68 51 4766
98 40 2307
54 35 9378
42 34 4280
80 37 1791
11 10 3039
47 40 8831
28 4 723
96 11 3350
8 3 3526
90 47 8601
36 4 700
75 25 2669
94 90 7588
64 36 8624
96 26 9951
76 16 8341
70 21 2181
42 15 5926
34 4 1676
68 8 1132
82 63 8779
70 61 9325
51 36 697
66 55 9711
52 39 7950
91 78 5565
70 68 9119
44 33 1227
49 1 9398
89 30 8482
80 79 6263
99 51 9025
48 45 4242
34 27 8040
41 24 3605
74 69 5496
56 49 5076
45 3 6470
24 1 4305
37 18 6712
39 2 9881
77 58 4020
95 15 9787
80 39 4091
94 19 430
38 15 7836
96 38 1934
8 1 6504
26 14 9296
69 20 1813
41 4 685
81 43 8545
32 3 5796
86 10 95
59 44 2328
96 6 5892
78 44 2680
29 25 4544
54 45 8496
78 61 5062
62 48 8501
69 47 783
97 40 7144
86 64 7608
70 26 4155
82 65 2998
76 13 724
13 10 5421
68 44 7609
79 11 7386
90 12 3293
55 18 7347
21 4 8564
84 56 5300
42 31 7391
83 67 8246
80 30 2437
43 41 6222
92 7 1604
54 21 2622
54 51 3854
48 9 2580
71 52 9282
98 64 4890
83 59 1416
73 50 5445
98 9 3254
97 29 9595
38 18 8060
81 31 7529
96 57 3306
55 10 1204
42 8 8620
30 16 4006
42 33 7882
39 25 3835
97 25 8358
36 16 3343
77 60 6946
40 28 4311
67 63 9725
35 30 4807
63 3 8513
55 39 8547
98 24 5882
92 67 2643
69 55 3736
90 31 4009
88 31 7415
51 8 6100
98 62 5508
15 12 4137
14 12 2052
81 56 3499
32 17 5494
60 7 6742
93 82 3850
72 40 9924
94 89 2158
83 1 1219
56 7 8297
50 38 4643
98 48 3039
98 56 4804
67 38 97
66 34 2792
90 18 933
92 8 7814
95 64 1470
55 25 568
90 37 8787
16 8 6678
98 61 1501
100 99 3323
63 43 8555
95 59 5500
37 8 5273
10 5 3216
98 65 7407
95 34 535
70 10 4806
49 21 8128
81 66 7262
91 72 5227
91 50 7205
16 7 3758
18 4 290
94 77 8389
56 6 2336
75 66 7044
41 28 7260
78 2 5400
79 63 8360
84 18 6105
44 38 8933
40 7 144
81 21 1133
90 16 3777
63 15 2642
89 77 9009
75 17 9025
92 9 7344
85 48 7401
23 1 8739
71 7 9523
26 7 1541
57 25 854
91 51 523
75 58 8869
93 89 9348
63 8 7547
66 58 9113
74 46 3065
87 86 7773
27 5 7149
81 73 3706
79 22 288
90 64 5656
23 9 2497
50 34 7895
92 12 2504
69 59 1541
74 64 3387
99 61 1627
18 7 4704
62 40 707
91 40 9482
84 73 6733
94 20 6623
46 10 5101
87 82 550
94 9 8034
35 34 8068
98 39 338
78 25 5855
37 1 1430
76 25 5329
58 7 3943
73 46 519
100 38 7351
50 44 6755
57 24 6600
100 74 8841
81 32 859
98 1 132
38 35 8738
78 63 6333
38 3 5313
77 59 580
33 20 5751
92 55 4006
21 17 4134
66 57 4365
5 4 2492
21 16 497
91 69 7599
45 12 7794
76 64 9980
79 34 6992
48 42 1431
89 57 616
57 10 905
53 38 6000
70 41 5826
96 1 7125
57 43 8734
66 41 1857
47 18 9526
31 6 7791
38 6 1838
90 76 8332
80 42 1473
90 74 6854
96 5 2807
25 24 5963
93 37 4402
25 11 8418
95 94 6484
23 15 3217
78 53 8541
91 82 4596
62 26 3881
88 35 2416
41 38 956
54 18 5450
91 53 146
83 40 1906
97 32 7056
62 14 85
89 2 2113
98 5 1028
50 9 8001
51 21 9135
77 5 2996
87 58 1717
46 23 1469
52 18 2562
82 67 2982
80 52 3046
72 57 9388
49 16 4143
95 9 868
67 42 183
94 30 4715
81 5 6855
90 80 6435
91 38 2721
48 23 7560
79 69 1681
19 1 9713
86 21 2288
89 39 3323
86 63 681
84 74 4899
79 41 3274
90 25 1852
73 24 5864
97 19 1702
27 13 4534
93 23 1847
50 39 7389
41 18 4994
67 27 1377
45 42 6907
93 3 5910
88 11 4099
46 34 6389
38 12 4773
46 45 5625
87 36 4685
78 66 2596
47 5 6993
43 40 6638
34 31 7911
98 19 2605
21 10 1860
97 23 2659
89 11 1448
45 22 4507
61 43 268
37 3 1998
49 27 458
78 42 5174
89 59 8332
100 80 211
51 12 8339
40 3 3174
74 4 8608
77 61 6769
85 43 9473
65 59 8557
82 15 2423
85 24 4692
79 78 3347
98 46 5197
42 2 7884
81 57 3590
10 9 8173
72 45 9325
51 11 1330
52 43 9167
51 44 8837
81 67 2514
55 42 2736
64 27 2038
58 47 8719
32 10 5079
98 14 7275
75 34 1190
93 4 4365
75 64 7322
24 16 9
67 21 5884
63 48 1371
100 6 7808
49 24 3936
57 34 6047
85 20 8334
12 11 1295
79 3 7100
33 7 1240
65 61 6538
84 66 3845
97 38 5673
74 43 4664
95 4 7927
63 57 499
22 21 1717
83 12 4301
58 14 3687
86 66 4022
54 20 2968
49 31 4648
88 36 3402
94 3 345
93 48 8611
95 67 4387
46 27 5903
53 22 8766
88 81 824
87 4 8384
31 1 3677
93 31 2511
92 54 5065
53 9 5127
97 61 1859
79 17 8891
95 87 8146
72 2 3789
71 69 4881
77 12 462
94 79 113
81 20 788
87 71 4770
98 18 2504
52 44 9602
53 35 3521
70 12 6942
36 21 22
27 1 8833
70 40 2281
82 78 1985
4 1 6915
76 24 7261
94 60 9770
98 54 6935
93 86 6234
51 1 5236
71 3 1801
88 1 5370
69 30 5234
97 12 2128
80 55 4537
72 37 3792
78 43 3666
65 50 4362
72 30 6987
75 9 4864
46 36 3261
82 9 5491
73 54 5632
76 45 1587
81 40 1458
59 26 7936
82 28 7002
46 31 9373
23 3 7686
37 16 886
92 64 5933
63 56 5316
97 28 6305
99 50 6806
24 18 3333
62 11 2741
91 67 4472
48 18 6220
73 4 3461
31 5 7855
37 33 7123
73 52 77
71 67 9761
34 28 2224
85 69 2761
