700 14000 1 354
658 19 8994
567 229 657
448 144 4803
599 556 5929
436 341 3713
374 61 8697
114 49 6225
412 132 8910
339 62 9723
252 117 105
679 511 3977
600 381 3214
309 169 1234
660 177 8581
678 20 7686
444 402 168
532 207 1029
689 407 6404
543 264 8360
395 175 6425
700 60 6545
193 15 1529
105 1 2113
603 132 8364
362 20 7456
337 204 1486
360 265 717
443 108 1051
546 315 8516
642 2 3313
464 252 8243
520 186 6789
700 285 6729
480 42 8070
619 56 1953
288 196 2407
376 353 811
532 63 6294
500 57 236
176 55 5507
669 185 632
647 29 6797
550 259 7334
386 139 8358
405 242 667
601 356 2305
500 71 5787
470 120 6097
545 535 8774
620 497 5204
441 250 8579
503 29 9280
592 408 7276
413 386 9742
595 357 5654
474 285 9290
580 204 2877
290 287 5356
246 155 3302
248 18 9822
686 627 3877
645 508 3434
486 389 9258
422 205 8788
620 142 289
353 334 8677
519 218 4148
252 235 3653
406 352 7523
485 159 1492
596 523 1894
93 37 1256
487 254 8692
694 174 749
334 117 4492
155 146 499
345 326 5258
482 28 2317
577 72 4484
650 168 4079
632 176 4288
622 67 3644
224 115 4803
610 79 3763
520 101 925
214 84 1162
693 151 3956
231 204 8549
467 281 9808
590 191 3742
458 86 9990
665 23 7173
424 417 986
414 109 3508
474 149 8296
531 268 9142
447 7 8189
80 17 6679
475 401 5882
367 287 3880
536 409 7969
493 337 7795
638 440 8391
607 555 4203
343 71 782
643 13 5699
435 269 4332
437 33 8626
581 165 11
675 552 4595
658 571 3336
265 139 4622
525 516 2921
677 16 472
332 321 9353
379 235 7188
362 329 784
514 252 8808
335 260 5969
671 20 720
442 148 5551
415 278 9437
83 41 9442
549 440 5235
518 171 1006
125 86 9528
106 33 9687
114 68 1012
619 228 9690
196 145 9232
519 22 9701
571 360 3558
220 39 8987
106 84 4708
344 248 7080
516 322 9349
514 398 7682
413 334 7569
108 28 8245
557 446 4021
635 525 6817
648 173 9843
503 444 2218
252 75 8378
450 47 8496
475 467 6978
651 168 7648
419 408 19
371 77 6950
631 393 4356
426 297 6690
622 470 8819
523 264 3750
103 80 2985
551 360 7627
525 387 3330
656 556 4844
257 211 1206
455 374 36
327 149 1619
505 238 1773
456 88 5482
387 213 9901
220 169 7409
512 149 7214
532 212 6328
291 248 7335
200 168 4942
290 232 8424
408 279 5899
606 462 2478
667 378 470
610 120 6522
584 115 7621
531 433 9031
