500 5000 1 66
381 243 458
316 259 3524
221 156 9655
53 19 2223
451 7 6315
286 16 3592
492 161 8164
307 261 1611
452 11 5017
358 206 2187
465 25 5372
184 46 7052
340 109 4586
212 76 4241
203 96 5612
450 25 6395
365 66 2966
248 32 4804
311 177 140
379 319 8351
305 58 3100
477 352 8660
336 113 3385
469 409 4200
456 214 6799
112 51 4398
281 149 3700
385 75 2271
392 178 85
337 54 3271
101 61 4136
100 72 8655
298 103 5117
266 52 1356
353 290 4370
452 377 8602
255 65 3101
284 257 6113
425 314 3875
204 12 4223
461 355 4610
479 12 3330
440 152 4281
322 138 7607
490 176 3706
445 57 6544
292 288 619
455 267 5778
298 60 3637
154 1 8957
181 178 5982
482 205 3690
255 12 7621
272 47 2915
173 1 6691
424 411 8015
258 213 4641
304 170 7102
254 93 3153
480 171 5090
200 103 4685
229 150 2291
421 373 7670
418 233 1051
273 110 9283
339 120 2848
370 351 5652
139 80 28
329 164 6491
422 374 4835
400 52 3902
244 243 2582
194 61 6837
331 98 7833
239 37 5576
457 212 1690
435 116 4673
470 368 6358
443 163 3887
416 260 5461
346 101 7484
223 41 5203
374 57 2990
340 134 2735
304 49 5887
490 266 8811
406 388 764
157 126 3953
311 81 1585
205 120 9919
393 86 6695
389 363 566
308 136 1397
460 386 1500
481 167 7419
359 66 2327
455 359 4292
395 222 5754
487 92 466
221 74 9375
182 64 7258
338 8 8177
492 46 5496
329 22 1955
424 393 7765
318 269 5583
375 215 2136
409 393 1186
299 246 509
396 392 4620
478 231 9301
355 22 9617
398 110 469
405 111 9023
361 151 6781
482 150 2701
474 410 606
491 299 7022
48 26 8616
256 207 6276
413 105 7486
448 358 2996
430 236 996
497 231 9701
379 30 7607
451 360 6152
500 169 1638
46 27 9723
451 221 6048
456 335 4484
458 253 6520
208 87 867
224 129 58
228 219 1754
324 45 9361
407 69 9726
192 148 7716
449 75 9453
169 158 7072
294 276 4389
328 9 3924
191 181 9290
411 23 7340
426 180 7240
166 104 1221
81 33 8260
356 165 4263
457 77 7649
417 360 5295
416 245 9263
152 84 4510
115 1 5801
338 314 1391
348 336 942
221 10 8490
342 47 9237
330 224 9855
489 484 5816
421 32 4723
449 230 2147
474 299 219
313 239 6055
391 52 9796
425 287 2018
305 259 4444
423 263 6211
283 213 6188
418 306 547
281 96 1754
434 179 1044
337 76 5760
230 80 345
378 179 9282
357 277 9694
435 186 8719
371 207 2626
309 12 5496
346 2 7118
223 20 1753
392 179 8956
428 257 7673
353 9 8951
448 219 285
436 415 2037
268 82 453
444 242 5145
490 259 1216
108 3 2451
151 35 2742
499 322 1057
488 138 2026
484 263 5692
411 399 7728
351 111 3905
252 15 485
423 245 6679
383 262 8607
483 20 8414
224 186 9130
340 174 8244
483 15 4079
453 50 7564
81 25 3672
465 223 3786
298 35 8996
105 101 9861
246 126 6088
422 80 1591
210 9 7221
385 256 6508
360 6 8735
380 42 4834
420 323 3045
217 159 2601
500 298 4729
350 305 7978
380 116 2560
302 299 8795
179 55 6416
250 144 5830
195 162 4463
266 47 8741
449 326 5830
500 317 8841
343 141 5159
440 211 6258
351 137 3377
392 269 4431
279 65 1346
116 1 3242
468 89 996
394 92 5681
417 345 1656
455 400 2059
191 186 5548
282 123 3331
22 1 2334
409 155 5245
107 101 6038
307 275 9386
39 22 3024
464 296 3601
328 308 8316
141 43 757
479 478 4776
262 80 8191
399 186 5710
446 235 5781
352 232 473
496 110 689
391 264 1250
48 18 3972
284 81 4685
438 192 4343
58 12 5950
471 312 3103
330 288 5885
330 324 5728
341 214 4487
454 124 4893
499 176 384
352 12 36
401 113 3734
474 267 9488
213 204 3250
434 138 28
120 113 9813
341 129 4355
448 9 3513
455 440 2051
180 50 7017
407 268 1050
492 333 1524
243 161 8124
223 200 6607
487 127 7050
278 201 7544
387 24 6785
359 154 8217
289 251 8066
106 59 1355
234 211 6140
228 191 3265
474 84 5842
409 151 1884
78 35 6790
291 95 6176
379 51 2668
234 123 8916
459 339 3241
402 28 2498
491 190 5239
452 147 9658
333 105 2119
404 74 4325
269 184 5270
363 74 9217
303 211 4022
430 304 1179
231 122 6450
381 214 236
336 24 5339
332 187 301
485 408 9541
75 57 3621
351 251 6182
404 281 8498
481 458 6331
326 51 456
219 59 9735
125 13 3537
475 469 4580
225 35 1252
347 301 2884
423 106 2877
453 310 6066
363 165 7191
241 16 4278
442 31 9956
500 374 1564
131 1 1502
327 238 6899
278 121 4842
217 37 8455
439 222 4905
449 117 5179
496 344 7065
169 139 2945
143 61 9262
352 317 1837
196 187 7478
265 116 9390
343 165 3537
397 252 5732
449 404 5436
301 123 5611
464 213 4864
288 80 4800
342 223 6511
333 277 487
301 39 509
279 244 6027
398 227 8218
449 277 5135
296 134 9177
190 63 6075
183 139 7442
275 167 4430
464 360 210
370 292 555
311 190 9254
414 255 1364
448 244 5722
311 171 6455
319 70 3015
360 52 3650
440 29 1130
388 307 1277
364 238 9720
467 364 517
491 425 5274
297 244 3143
439 14 801
474 396 7815
373 333 859
287 277 7996
298 277 8902
392 297 3044
334 264 5942
427 240 620
258 90 8939
345 8 9212
411 381 3078
449 87 3496
306 220 7245
223 32 9988
448 322 4645
415 346 2263
484 95 9341
397 214 3417
236 26 564
323 253 8404
295 2 3640
184 31 8575
317 248 134
471 440 3753
271 221 3590
121 111 1330
363 278 488
413 231 13
243 164 1090
428 243 2991
390 369 2789
425 277 582
429 365 3017
373 296 8183
480 4 5214
325 271 1073
175 45 1208
350 52 2479
371 223 6617
372 255 2819
483 62 4772
410 361 1586
317 279 9544
468 229 3096
287 212 4754
138 128 1605
427 79 9163
315 188 4326
238 158 2152
374 99 8058
341 268 874
351 337 7226
386 381 4736
179 30 2343
458 201 5486
441 201 1872
390 276 685
451 339 2042
451 296 14
414 173 828
472 34 547
485 165 2708
482 398 1490
380 168 9500
462 170 3037
40 11 1725
309 258 9705
394 180 4499
465 199 6463
179 31 4310
481 79 1237
191 89 7523
333 321 139
154 70 3140
382 339 8912
300 112 9103
435 165 4624
266 70 3146
484 67 5820
391 22 9224
333 240 2327
210 69 3917
290 72 9639
297 284 347
244 145 3602
346 77 5845
467 328 7928
227 116 6014
483 117 6200
443 21 279
173 77 1861
393 361 536
338 139 1200
339 261 2146
200 105 914
391 389 9854
327 274 8288
458 61 7132
135 113 9182
177 138 8152
82 11 8391
397 236 431
389 51 5244
35 29 678
329 304 3727
464 107 3594
199 129 4135
390 110 8734
469 380 6768
274 264 2469
345 206 4375
289 207 8468
333 136 7554
372 121 4573
206 105 3728
497 188 3263
335 290 3124
380 313 2600
371 253 4523
423 300 5709
462 129 2934
413 368 655
270 255 4555
445 234 5552
400 69 8631
378 47 7381
448 160 9783
465 419 5189
267 243 8400
238 113 6152
290 245 8024
329 15 4997
178 118 8612
447 390 1826
409 196 1133
139 2 6671
363 33 9698
487 196 6505
350 65 3589
367 103 5627
392 351 7386
398 12 9447
479 362 7722
319 169 4176
82 9 2984
499 43 5154
396 325 410
358 84 2943
149 77 4885
447 175 8829
326 254 2662
477 376 8951
358 42 6568
384 294 6599
351 62 1043
449 20 1737
402 1 6395
467 288 6061
109 41 1020
318 64 1175
247 198 3023
275 223 6003
471 250 2037
226 17 4733
192 6 5680
365 269 5798
404 117 5008
489 373 8209
381 77 9781
84 4 9371
101 73 3835
436 245 3370
275 123 7647
421 312 6284
413 55 8435
473 286 6100
482 384 3211
477 225 7255
448 164 7518
270 151 7375
382 84 1395
381 138 2695
279 261 883
278 229 4091
489 481 3093
410 151 6632
490 202 7748
126 125 1007
389 77 6207
425 267 4491
289 72 5699
353 59 4735
327 51 3612
167 60 1746
188 64 9122
432 84 5514
249 189 2139
493 231 765
362 297 907
105 94 5068
336 264 6173
368 355 4552
443 206 8760
469 275 4168
376 168 5563
313 256 2048
242 224 7070
231 76 9135
275 60 8551
307 224 9656
492 143 5700
309 94 3526
426 99 4911
498 157 9588
442 157 2337
452 25 8870
444 79 6564
226 162 3060
310 96 7744
379 73 5089
210 5 7089
361 85 8579
265 8 532
459 397 7731
224 98 4225
135 23 4750
360 16 1929
259 242 7428
169 35 5795
480 439 7266
297 115 158
127 68 3245
500 412 7211
209 54 350
164 136 376
202 142 3591
460 95 6079
207 94 3963
309 247 8602
416 327 6680
459 323 8912
242 202 8518
212 148 9743
375 152 1735
485 2 362
403 326 8132
341 217 6693
421 60 2453
470 269 2583
467 193 6066
463 367 7128
339 41 1639
145 16 2184
273 160 9190
174 85 8293
405 398 7866
236 127 668
411 177 2115
251 58 2342
407 86 7269
445 271 6405
234 126 3927
460 41 9121
173 62 2705
363 283 4027
494 147 5276
469 302 606
401 82 2900
172 167 2408
351 104 2553
484 201 1183
391 156 8231
48 17 9721
467 244 2128
67 13 5083
200 94 4595
411 275 5815
497 255 4904
392 162 6418
428 132 3328
365 304 1735
417 343 4082
334 61 1294
491 422 9840
185 55 3474
399 65 351
141 35 6732
311 153 4953
479 206 3675
334 44 2185
430 226 3113
238 213 9443
436 184 6928
453 14 7698
491 474 7275
333 161 6613
297 283 7725
353 98 4589
381 223 7054
431 394 2888
146 102 5164
249 140 7243
441 317 1021
296 161 8342
378 202 9322
288 47 2877
133 30 1622
332 19 7910
486 277 9381
446 119 2281
498 480 1515
390 135 483
268 18 4583
345 252 5457
295 114 3151
249 75 5195
212 5 3432
322 255 2174
281 74 7624
120 33 1889
462 59 6850
113 62 149
197 135 1572
285 179 7471
246 11 3575
274 89 9915
116 36 990
331 262 871
477 285 4877
109 10 1528
310 180 6274
299 118 145
232 81 9082
350 178 4745
407 319 7050
321 265 8404
406 393 7098
483 112 33
344 269 6774
451 365 4991
272 270 3519
431 323 507
346 335 5446
409 343 9258
252 183 6225
435 120 656
84 33 9733
364 29 6567
427 130 5414
468 50 6384
356 193 7977
254 222 7162
408 65 9158
494 75 8061
399 166 7568
233 189 6648
394 241 2049
413 307 7573
76 57 727
293 69 478
277 148 2058
339 236 5224
462 338 1031
311 120 1468
395 220 5622
369 104 5327
200 111 7227
396 362 9975
296 216 6711
173 127 3117
357 27 7828
111 85 7141
454 22 7199
456 439 9670
93 34 8470
326 226 2492
456 323 3941
399 189 5406
473 287 8466
159 124 8159
429 146 9498
392 345 3898
450 100 5796
434 303 1080
353 280 6736
341 60 9693
194 24 8488
134 21 261
412 72 5505
153 11 4589
301 282 1845
216 112 5991
380 334 9928
287 137 5803
302 80 7699
397 20 676
334 312 1722
433 323 5744
380 61 9196
119 78 8519
379 62 8407
500 396 5976
187 143 2079
337 13 1653
24 21 3755
234 138 1981
138 16 4141
219 200 5593
454 106 6473
402 378 6364
334 14 7287
173 27 4323
404 135 6709
64 45 9288
302 195 8490
447 285 5412
433 404 7992
269 234 3312
334 96 3940
243 193 8173
401 302 6777
182 178 2241
405 16 8757
197 88 5439
365 242 4574
421 38 2418
406 205 3589
419 103 3280
312 258 7557
468 418 1322
393 192 4279
433 143 4361
284 216 2785
415 204 1534
359 242 276
491 371 4365
445 191 9786
431 304 8878
101 7 1240
130 10 534
79 42 7572
412 252 4785
451 82 3307
276 108 8810
312 84 2439
182 76 540
401 152 9168
438 40 444
415 233 1002
435 96 7421
471 302 8041
263 28 6546
475 449 8274
453 166 9741
321 136 8966
376 261 3556
240 91 6177
352 236 7942
446 163 8559
169 53 3043
397 46 57
342 292 6296
360 197 6424
418 299 6914
281 16 7396
362 247 8859
318 140 1283
191 83 9287
419 102 8069
