100 2000 1 93
47 24 7772
98 34 2932
49 17 6846
25 20 5332
49 34 5852
86 2 4967
93 28 5873
99 59 3902
59 27 6703
14 9 3718
63 32 3843
68 36 3292
94 47 1604
83 67 4980
87 77 1811
84 34 3608
66 62 3238
32 7 3032
94 78 2134
77 52 9535
51 29 7598
80 56 5010
62 46 9814
94 57 6159
94 10 176
83 24 6366
90 12 7772
94 54 9421
63 12 7502
73 22 4041
95 65 6463
41 6 3853
100 79 281
82 10 600
77 29 9605
77 38 1645
59 51 8553
64 36 5863
55 52 5582
40 17 6965
50 21 123
58 1 2979
59 25 2374
44 37 807
67 20 9596
40 10 4918
95 80 2725
58 36 6601
100 32 9320
42 40 3216
86 24 8159
67 25 7717
63 26 1373
82 9 5050
82 16 6448
99 43 1743
91 63 9251
82 43 8979
93 58 2240
64 45 8489
46 30 4651
11 10 9686
36 30 2016
35 22 9786
67 24 5548
85 33 9287
95 81 502
32 25 6224
35 10 3543
25 6 6965
29 6 5984
79 42 1373
76 70 5612
43 33 7734
79 37 3548
96 54 3366
63 36 4998
93 15 9749
71 9 6353
21 11 830
54 33 2757
99 3 8172
91 37 4318
59 35 2271
30 12 4010
60 20 556
82 55 2017
33 5 4165
59 40 1867
19 2 6941
92 44 6074
49 41 7872
67 27 5363
63 29 6943
96 89 455
62 12 6968
98 24 8078
57 37 7991
71 54 1597
49 27 6514
40 38 5951
49 25 4227
81 1 6502
93 64 6702
77 37 8736
69 63 4341
93 12 8741
70 12 7483
97 17 3676
40 32 7525
84 3 900
57 51 5481
64 49 2260
50 45 8896
26 19 2733
83 66 5712
97 93 1952
89 1 3223
17 13 7057
77 12 3931
72 29 465
93 56 2646
96 41 6281
66 12 9221
93 25 2760
45 21 1495
70 39 6651
41 10 475
63 25 798
53 9 5269
82 32 6316
99 40 1332
80 26 8276
12 11 3953
88 31 3799
86 72 3276
77 31 395
72 38 5496
33 8 2898
59 19 3348
94 58 2186
82 35 6735
52 17 1204
97 94 3406
44 22 4527
65 37 1526
95 48 4712
95 40 4244
33 29 8440
96 11 8458
100 89 7639
37 36 8399
85 59 6622
40 23 33
64 54 6457
47 20 3780
25 15 855
91 32 8435
32 26 6270
80 55 9748
58 55 4381
88 15 2196
51 21 8957
81 46 3937
96 93 1732
55 41 4743
6 3 7345
100 77 9658
